source language,target language,translation engine,is preferred engine?
am,wuu,Google,False
am,xh,Google,False
am,yi,Google,False
am,yo,Google,False
am,yue,Google,False
am,zh,Google,False
am,zu,Google,False
ar,af,Google,False
ar,am,Google,False
ar,arz,Google,False
ar,as,Google,False
ar,ay,Google,False
ar,az,Google,False
ar,be,Google,False
ar,be-tarask,Google,False
ar,bg,Google,False
ar,bho,Google,False
ar,bm,Google,False
ar,bn,Google,False
ar,bs,Google,False
ar,ca,Google,False
ar,ceb,Google,False
ar,ckb,Google,False
ar,co,Google,False
ar,cs,Google,False
ar,cy,Google,False
ar,da,Google,False
ar,de,Google,False
ar,dv,Google,False
ar,ee,Google,False
ar,el,Google,False
ar,en,Google,False
ar,eo,Google,False
ar,es,Google,False
ar,et,Google,False
ar,eu,Google,False
ar,fa,Google,False
ar,fi,Google,False
ar,fr,Google,False
ar,fy,Google,False
ar,ga,Google,False
ar,gan,Google,False
ar,gd,Google,False
ar,gl,Google,False
ar,gn,Google,False
ar,gom,Google,False
ar,gu,Google,False
ar,ha,Google,False
ar,haw,Google,False
ar,he,Google,False
ar,hi,Google,False
ar,hr,Google,False
ar,ht,Google,False
ar,hu,Google,False
ar,hy,Google,False
ar,id,Google,False
ar,ig,Google,False
ar,ilo,Google,False
ar,is,Google,False
ar,it,Google,False
ar,ja,Google,False
ar,jv,Google,False
ar,ka,Google,False
ar,kk,Google,False
ar,km,Google,False
ar,kn,Google,False
ar,ko,Google,False
ar,ku,Google,False
ar,ky,Google,False
ar,la,Google,False
ar,lb,Google,False
ar,lg,Google,False
ar,ln,Google,False
ar,lo,Google,False
ar,lt,Google,False
ar,lv,Google,False
ar,mai,Google,False
ar,mg,Google,False
ar,mi,Google,False
ar,mk,Google,False
ar,ml,Google,False
ar,mn,Google,False
ar,mni,Google,False
ar,mr,Google,False
ar,ms,Google,False
ar,mt,Google,False
ar,my,Google,False
ar,ne,Google,False
ar,nl,Google,False
ar,no,Google,False
ar,nso,Google,False
ar,ny,Google,False
ar,om,Google,False
ar,or,Google,False
ar,pa,Google,False
ar,pl,Google,False
ar,ps,Google,False
ar,pt,Google,False
ar,qu,Google,False
ar,ro,Google,False
ar,ru,Google,False
ar,rw,Google,False
ar,sa,Google,False
ar,sd,Google,False
ar,sh,Google,False
ar,si,Google,False
ar,simple,Google,False
ar,sk,Google,False
ar,sl,Google,False
ar,sm,Google,False
ar,sn,Google,False
ar,so,Google,False
ar,sq,Google,False
ar,sr,Google,False
ar,st,Google,False
ar,su,Google,False
ar,sv,Google,False
ar,sw,Google,False
ar,ta,Google,False
ar,te,Google,False
ar,tg,Google,False
ar,th,Google,False
ar,ti,Google,False
ar,tk,Google,False
ar,tl,Google,False
ar,tr,Google,False
ar,ts,Google,False
ar,tt,Google,False
ar,tw,Google,False
ar,ug,Google,False
ar,uk,Google,False
ar,ur,Google,False
ar,uz,Google,False
ar,vi,Google,False
ar,wuu,Google,False
ar,xh,Google,False
ar,yi,Google,False
ar,yo,Google,False
ar,yue,Google,False
ar,zh,Google,True
ar,zu,Google,False
arz,af,Google,False
arz,am,Google,False
arz,ar,Google,False
arz,as,Google,False
arz,ay,Google,False
arz,az,Google,False
arz,be,Google,False
arz,be-tarask,Google,False
arz,bg,Google,False
arz,bho,Google,False
arz,bm,Google,False
arz,bn,Google,False
arz,bs,Google,False
arz,ca,Google,False
arz,ceb,Google,False
arz,ckb,Google,False
arz,co,Google,False
arz,cs,Google,False
arz,cy,Google,False
arz,da,Google,False
arz,de,Google,False
arz,dv,Google,False
arz,ee,Google,False
arz,el,Google,False
arz,en,Google,False
arz,eo,Google,False
arz,es,Google,False
arz,et,Google,False
arz,eu,Google,False
arz,fa,Google,False
arz,fi,Google,False
arz,fr,Google,False
arz,fy,Google,False
arz,ga,Google,False
arz,gan,Google,False
arz,gd,Google,False
arz,gl,Google,False
arz,gn,Google,False
arz,gom,Google,False
arz,gu,Google,False
arz,ha,Google,False
arz,haw,Google,False
arz,he,Google,False
arz,hi,Google,False
arz,hr,Google,False
arz,ht,Google,False
arz,hu,Google,False
arz,hy,Google,False
arz,id,Google,False
arz,ig,Google,False
arz,ilo,Google,False
arz,is,Google,False
arz,it,Google,False
arz,ja,Google,False
arz,jv,Google,False
arz,ka,Google,False
arz,kk,Google,False
arz,km,Google,False
arz,kn,Google,False
arz,ko,Google,False
arz,ku,Google,False
arz,ky,Google,False
arz,la,Google,False
arz,lb,Google,False
arz,lg,Google,False
arz,ln,Google,False
arz,lo,Google,False
arz,lt,Google,False
arz,lv,Google,False
arz,mai,Google,False
arz,mg,Google,False
arz,mi,Google,False
arz,mk,Google,False
arz,ml,Google,False
arz,mn,Google,False
arz,mni,Google,False
arz,mr,Google,False
arz,ms,Google,False
arz,mt,Google,False
arz,my,Google,False
arz,ne,Google,False
arz,nl,Google,False
arz,no,Google,False
arz,nso,Google,False
arz,ny,Google,False
arz,om,Google,False
arz,or,Google,False
arz,pa,Google,False
arz,pl,Google,False
arz,ps,Google,False
arz,pt,Google,False
arz,qu,Google,False
arz,ro,Google,False
arz,ru,Google,False
arz,rw,Google,False
arz,sa,Google,False
arz,sd,Google,False
arz,sh,Google,False
arz,si,Google,False
arz,simple,Google,False
arz,sk,Google,False
arz,sl,Google,False
arz,sm,Google,False
arz,sn,Google,False
arz,so,Google,False
arz,sq,Google,False
arz,sr,Google,False
arz,st,Google,False
arz,su,Google,False
arz,sv,Google,False
arz,sw,Google,False
arz,ta,Google,False
arz,te,Google,False
arz,tg,Google,False
arz,th,Google,False
arz,ti,Google,False
arz,tk,Google,False
arz,tl,Google,False
arz,tr,Google,False
arz,ts,Google,False
arz,tt,Google,False
arz,tw,Google,False
arz,ug,Google,False
arz,uk,Google,False
arz,ur,Google,False
arz,uz,Google,False
arz,vi,Google,False
arz,wuu,Google,False
arz,xh,Google,False
arz,yi,Google,False
arz,yo,Google,False
arz,yue,Google,False
arz,zh,Google,False
arz,zu,Google,False
as,af,Google,False
as,am,Google,False
as,ar,Google,False
as,arz,Google,False
as,ay,Google,False
as,az,Google,False
as,be,Google,False
as,be-tarask,Google,False
as,bg,Google,False
as,bho,Google,False
as,bm,Google,False
as,bn,Google,False
as,bs,Google,False
as,ca,Google,False
as,ceb,Google,False
as,ckb,Google,False
as,co,Google,False
as,cs,Google,False
as,cy,Google,False
as,da,Google,False
as,de,Google,False
as,dv,Google,False
as,ee,Google,False
as,el,Google,False
as,en,Google,False
as,eo,Google,False
as,es,Google,False
as,et,Google,False
as,eu,Google,False
as,fa,Google,False
as,fi,Google,False
as,fr,Google,False
as,fy,Google,False
as,ga,Google,False
as,gan,Google,False
as,gd,Google,False
as,gl,Google,False
as,gn,Google,False
as,gom,Google,False
as,gu,Google,False
as,ha,Google,False
as,haw,Google,False
as,he,Google,False
as,hi,Google,False
as,hr,Google,False
as,ht,Google,False
as,hu,Google,False
as,hy,Google,False
as,id,Google,False
as,ig,Google,False
as,ilo,Google,False
as,is,Google,False
as,it,Google,False
as,ja,Google,False
as,jv,Google,False
as,ka,Google,False
as,kk,Google,False
as,km,Google,False
as,kn,Google,False
as,ko,Google,False
as,ku,Google,False
as,ky,Google,False
as,la,Google,False
as,lb,Google,False
as,lg,Google,False
as,ln,Google,False
as,lo,Google,False
as,lt,Google,False
as,lv,Google,False
as,mai,Google,False
as,mg,Google,False
as,mi,Google,False
as,mk,Google,False
as,ml,Google,False
as,mn,Google,False
as,mni,Google,False
as,mr,Google,False
as,ms,Google,False
as,mt,Google,False
as,my,Google,False
as,ne,Google,False
as,nl,Google,False
as,no,Google,False
as,nso,Google,False
as,ny,Google,False
as,om,Google,False
as,or,Google,False
as,pa,Google,False
as,pl,Google,False
as,ps,Google,False
as,pt,Google,False
as,qu,Google,False
as,ro,Google,False
as,ru,Google,False
as,rw,Google,False
as,sa,Google,False
as,sd,Google,False
as,sh,Google,False
as,si,Google,False
as,simple,Google,False
as,sk,Google,False
as,sl,Google,False
as,sm,Google,False
as,sn,Google,False
as,so,Google,False
as,sq,Google,False
as,sr,Google,False
as,st,Google,False
as,su,Google,False
as,sv,Google,False
as,sw,Google,False
as,ta,Google,False
as,te,Google,False
as,tg,Google,False
as,th,Google,False
as,ti,Google,False
as,tk,Google,False
as,tl,Google,False
as,tr,Google,False
as,ts,Google,False
as,tt,Google,False
as,tw,Google,False
as,ug,Google,False
as,uk,Google,False
as,ur,Google,False
as,uz,Google,False
as,vi,Google,False
as,wuu,Google,False
as,xh,Google,False
as,yi,Google,False
as,yo,Google,False
as,yue,Google,False
as,zh,Google,False
as,zu,Google,False
ay,af,Google,False
ay,am,Google,False
ay,ar,Google,False
ay,arz,Google,False
ay,as,Google,False
ay,az,Google,False
ay,be,Google,False
ay,be-tarask,Google,False
ay,bg,Google,False
ay,bho,Google,False
ay,bm,Google,False
ay,bn,Google,False
ay,bs,Google,False
ay,ca,Google,False
ay,ceb,Google,False
ay,ckb,Google,False
ay,co,Google,False
ay,cs,Google,False
ay,cy,Google,False
ay,da,Google,False
ay,de,Google,False
ay,dv,Google,False
ay,ee,Google,False
ay,el,Google,False
ay,en,Google,False
ay,eo,Google,False
ay,es,Google,False
ay,et,Google,False
ay,eu,Google,False
ay,fa,Google,False
ay,fi,Google,False
ay,fr,Google,False
ay,fy,Google,False
ay,ga,Google,False
ay,gan,Google,False
ay,gd,Google,False
ay,gl,Google,False
ay,gn,Google,False
ay,gom,Google,False
ay,gu,Google,False
ay,ha,Google,False
ay,haw,Google,False
ay,he,Google,False
ay,hi,Google,False
ay,hr,Google,False
ay,ht,Google,False
ay,hu,Google,False
ay,hy,Google,False
ay,id,Google,False
ay,ig,Google,False
ay,ilo,Google,False
ay,is,Google,False
ay,it,Google,False
ay,ja,Google,False
ay,jv,Google,False
ay,ka,Google,False
ay,kk,Google,False
ay,km,Google,False
ay,kn,Google,False
ay,ko,Google,False
ay,ku,Google,False
ay,ky,Google,False
ay,la,Google,False
ay,lb,Google,False
ay,lg,Google,False
ay,ln,Google,False
ay,lo,Google,False
ay,lt,Google,False
ay,lv,Google,False
ay,mai,Google,False
ay,mg,Google,False
ay,mi,Google,False
ay,mk,Google,False
ay,ml,Google,False
ay,mn,Google,False
ay,mni,Google,False
ay,mr,Google,False
ay,ms,Google,False
ay,mt,Google,False
ay,my,Google,False
ay,ne,Google,False
ay,nl,Google,False
ay,no,Google,False
ay,nso,Google,False
ay,ny,Google,False
ay,om,Google,False
ay,or,Google,False
ay,pa,Google,False
ay,pl,Google,False
ay,ps,Google,False
ay,pt,Google,False
ay,qu,Google,False
ay,ro,Google,False
ay,ru,Google,False
ay,rw,Google,False
ay,sa,Google,False
ay,sd,Google,False
ay,sh,Google,False
ay,si,Google,False
ay,simple,Google,False
ay,sk,Google,False
ay,sl,Google,False
ay,sm,Google,False
ay,sn,Google,False
ay,so,Google,False
ay,sq,Google,False
ay,sr,Google,False
ay,st,Google,False
ay,su,Google,False
ay,sv,Google,False
ay,sw,Google,False
ay,ta,Google,False
ay,te,Google,False
ay,tg,Google,False
ay,th,Google,False
ay,ti,Google,False
ay,tk,Google,False
ay,tl,Google,False
ay,tr,Google,False
ay,ts,Google,False
ay,tt,Google,False
ay,tw,Google,False
ay,ug,Google,False
ay,uk,Google,False
ay,ur,Google,False
ay,uz,Google,False
ay,vi,Google,False
ay,wuu,Google,False
ay,xh,Google,False
ay,yi,Google,False
ay,yo,Google,False
ay,yue,Google,False
ay,zh,Google,False
ay,zu,Google,False
az,af,Google,False
az,am,Google,False
az,ar,Google,False
az,arz,Google,False
az,as,Google,False
az,ay,Google,False
az,be,Google,False
az,be-tarask,Google,False
az,bg,Google,False
az,bho,Google,False
az,bm,Google,False
az,bn,Google,False
az,bs,Google,False
az,ca,Google,False
az,ceb,Google,False
az,ckb,Google,False
az,co,Google,False
az,cs,Google,False
az,cy,Google,False
az,da,Google,False
az,de,Google,False
az,dv,Google,False
az,ee,Google,False
az,el,Google,False
az,en,Google,False
az,eo,Google,False
az,es,Google,False
az,et,Google,False
az,eu,Google,False
az,fa,Google,False
az,fi,Google,False
az,fr,Google,False
az,fy,Google,False
az,ga,Google,False
az,gan,Google,False
az,gd,Google,False
az,gl,Google,False
az,gn,Google,False
az,gom,Google,False
az,gu,Google,False
az,ha,Google,False
az,haw,Google,False
az,he,Google,False
az,hi,Google,False
az,hr,Google,False
az,ht,Google,False
az,hu,Google,False
az,hy,Google,False
az,id,Google,False
az,ig,Google,False
az,ilo,Google,False
az,is,Google,False
az,it,Google,False
az,ja,Google,False
az,jv,Google,False
az,ka,Google,False
az,kk,Google,False
az,km,Google,False
az,kn,Google,False
az,ko,Google,False
az,ku,Google,False
az,ky,Google,False
az,la,Google,False
az,lb,Google,False
az,lg,Google,False
az,ln,Google,False
az,lo,Google,False
az,lt,Google,False
az,lv,Google,False
az,mai,Google,False
az,mg,Google,False
az,mi,Google,False
az,mk,Google,False
az,ml,Google,False
az,mn,Google,False
az,mni,Google,False
az,mr,Google,False
az,ms,Google,False
az,mt,Google,False
az,my,Google,False
az,ne,Google,False
az,nl,Google,False
az,no,Google,False
az,nso,Google,False
az,ny,Google,False
az,om,Google,False
az,or,Google,False
az,pa,Google,False
az,pl,Google,False
az,ps,Google,False
az,pt,Google,False
az,qu,Google,False
az,ro,Google,False
az,ru,Google,False
az,rw,Google,False
az,sa,Google,False
az,sd,Google,False
az,sh,Google,False
az,si,Google,False
az,simple,Google,False
az,sk,Google,False
az,sl,Google,False
az,sm,Google,False
az,sn,Google,False
az,so,Google,False
az,sq,Google,False
az,sr,Google,False
az,st,Google,False
az,su,Google,False
az,sv,Google,False
az,sw,Google,False
az,ta,Google,False
az,te,Google,False
az,tg,Google,False
az,th,Google,False
az,ti,Google,False
az,tk,Google,False
az,tl,Google,False
az,tr,Google,False
az,ts,Google,False
az,tt,Google,False
az,tw,Google,False
az,ug,Google,False
az,uk,Google,False
az,ur,Google,False
az,uz,Google,False
az,vi,Google,False
az,wuu,Google,False
az,xh,Google,False
az,yi,Google,False
az,yo,Google,False
az,yue,Google,False
az,zh,Google,True
az,zu,Google,False
be,af,Google,False
be,am,Google,False
be,ar,Google,False
be,arz,Google,False
be,as,Google,False
be,ay,Google,False
be,az,Google,False
be,be-tarask,Google,False
be,bg,Google,False
be,bho,Google,False
be,bm,Google,False
be,bn,Google,False
be,bs,Google,False
be,ca,Google,False
be,ceb,Google,False
be,ckb,Google,False
be,co,Google,False
be,cs,Google,False
be,cy,Google,False
be,da,Google,False
be,de,Google,False
be,dv,Google,False
be,ee,Google,False
be,el,Google,False
be,en,Google,False
be,eo,Google,False
be,es,Google,False
be,et,Google,False
be,eu,Google,False
be,fa,Google,False
be,fi,Google,False
be,fr,Google,False
be,fy,Google,False
be,ga,Google,False
be,gan,Google,False
be,gd,Google,False
be,gl,Google,False
be,gn,Google,False
be,gom,Google,False
be,gu,Google,False
be,ha,Google,False
be,haw,Google,False
be,he,Google,False
be,hi,Google,False
be,hr,Google,False
be,ht,Google,False
be,hu,Google,False
be,hy,Google,False
be,id,Google,False
be,ig,Google,False
be,ilo,Google,False
be,is,Google,False
be,it,Google,False
be,ja,Google,False
be,jv,Google,False
be,ka,Google,False
be,kk,Google,False
be,km,Google,False
be,kn,Google,False
be,ko,Google,False
be,ku,Google,False
be,ky,Google,False
be,la,Google,False
be,lb,Google,False
be,lg,Google,False
be,ln,Google,False
be,lo,Google,False
be,lt,Google,False
be,lv,Google,False
be,mai,Google,False
be,mg,Google,False
be,mi,Google,False
be,mk,Google,False
be,ml,Google,False
be,mn,Google,False
be,mni,Google,False
be,mr,Google,False
be,ms,Google,False
be,mt,Google,False
be,my,Google,False
be,ne,Google,False
be,nl,Google,False
be,no,Google,False
be,nso,Google,False
be,ny,Google,False
be,om,Google,False
be,or,Google,False
be,pa,Google,False
be,pl,Google,False
be,ps,Google,False
be,pt,Google,False
be,qu,Google,False
be,ro,Google,False
be,ru,Google,False
be,rw,Google,False
be,sa,Google,False
be,sd,Google,False
be,sh,Google,False
be,si,Google,False
be,simple,Google,False
be,sk,Google,False
be,sl,Google,False
be,sm,Google,False
be,sn,Google,False
be,so,Google,False
be,sq,Google,False
be,sr,Google,False
be,st,Google,False
be,su,Google,False
be,sv,Google,False
be,sw,Google,False
be,ta,Google,False
be,te,Google,False
be,tg,Google,False
be,th,Google,False
be,ti,Google,False
be,tk,Google,False
be,tl,Google,False
be,tr,Google,False
be,ts,Google,False
be,tt,Google,False
be,tw,Google,False
be,ug,Google,False
be,uk,Google,False
be,ur,Google,False
be,uz,Google,False
be,vi,Google,False
be,wuu,Google,False
be,xh,Google,False
be,yi,Google,False
be,yo,Google,False
be,yue,Google,False
be,zh,Google,True
be,zu,Google,False
be-tarask,af,Google,False
be-tarask,am,Google,False
be-tarask,ar,Google,False
be-tarask,arz,Google,False
be-tarask,as,Google,False
be-tarask,ay,Google,False
be-tarask,az,Google,False
be-tarask,be,Google,False
be-tarask,bg,Google,False
be-tarask,bho,Google,False
be-tarask,bm,Google,False
be-tarask,bn,Google,False
be-tarask,bs,Google,False
be-tarask,ca,Google,False
be-tarask,ceb,Google,False
be-tarask,ckb,Google,False
be-tarask,co,Google,False
be-tarask,cs,Google,False
be-tarask,cy,Google,False
be-tarask,da,Google,False
be-tarask,de,Google,False
be-tarask,dv,Google,False
be-tarask,ee,Google,False
be-tarask,el,Google,False
be-tarask,en,Google,False
be-tarask,eo,Google,False
be-tarask,es,Google,False
be-tarask,et,Google,False
be-tarask,eu,Google,False
be-tarask,fa,Google,False
be-tarask,fi,Google,False
be-tarask,fr,Google,False
be-tarask,fy,Google,False
be-tarask,ga,Google,False
be-tarask,gan,Google,False
be-tarask,gd,Google,False
be-tarask,gl,Google,False
be-tarask,gn,Google,False
be-tarask,gom,Google,False
be-tarask,gu,Google,False
be-tarask,ha,Google,False
be-tarask,haw,Google,False
be-tarask,he,Google,False
be-tarask,hi,Google,False
be-tarask,hr,Google,False
be-tarask,ht,Google,False
